Run_ID,Final_N3
1,6
2,4
3,43
4,166
5,20
6,27
7,49
8,92
9,1
10,66
11,5
12,5
13,117
14,88
15,41
16,11
17,15
18,31
19,30
20,9
21,14
22,15
23,13
24,30
25,7
26,63
27,130
28,1
29,80
30,27
31,16
32,28
33,53
34,51
35,40
36,17
37,16
38,35
39,35
40,40
41,15
42,64
43,13
44,80
45,52
46,10
47,18
48,59
49,8
50,5
51,124
52,61
53,11
54,29
55,6
56,39
57,35
58,28
59,73
60,47
61,57
62,59
63,60
64,165
65,47
66,73
67,18
68,87
69,23
70,1
71,7
72,30
73,21
74,25
75,114
76,88
77,24
78,105
79,1
80,20
81,55
82,10
83,44
84,93
85,23
86,112
87,1
88,171
89,60
90,156
91,1
92,272
93,2
94,239
95,18
96,116
97,3
98,121
99,27
100,1
101,65
102,19
103,7
104,16
105,61
106,45
107,6
108,31
109,13
110,24
111,14
112,8
113,58
114,12
115,61
116,21
117,9
118,41
119,7
120,32
121,28
122,6
123,31
124,5
125,62
126,122
127,114
128,20
129,17
130,62
131,59
132,57
133,30
134,20
135,17
136,14
137,31
138,13
139,31
140,24
141,11
142,24
143,33
144,30
145,77
146,44
147,31
148,13
149,24
150,1
151,59
152,39
153,96
154,47
155,3
156,34
157,30
158,26
159,10
160,84
161,5
162,10
163,43
164,71
165,19
166,110
167,1
168,27
169,116
170,2
171,1
172,16
173,78
174,56
175,14
176,129
177,1
178,73
179,8
180,37
181,1
182,21
183,45
184,5
185,17
186,47
187,1
188,43
189,30
190,47
191,121
192,4
193,5
194,141
195,5
196,28
197,146
198,72
199,73
200,9
201,57
202,11
203,58
204,88
205,11
206,31
207,28
208,69
209,112
210,9
211,13
212,4
213,66
214,102
215,15
216,106
217,5
218,1
219,24
220,3
221,22
222,7
223,8
224,13
225,1
226,56
227,31
228,91
229,44
230,114
231,20
232,2
233,25
234,65
235,16
236,25
237,6
238,94
239,95
240,107
241,48
242,10
243,5
244,61
245,37
246,38
247,10
248,24
249,50
250,66
251,1
252,27
253,9
254,34
255,143
256,23
257,6
258,48
259,50
260,60
261,14
262,98
263,18
264,6
265,23
266,144
267,16
268,47
269,2
270,5
271,21
272,37
273,1
274,16
275,66
276,70
277,36
278,19
279,3
280,34
281,1
282,41
283,64
284,1
285,4
286,8
287,78
288,27
289,26
290,167
291,13
292,48
293,17
294,14
295,125
296,28
297,17
298,24
299,21
300,41
301,87
302,6
303,19
304,76
305,103
306,14
307,85
308,42
309,6
310,30
311,92
312,65
313,72
314,369
315,13
316,4
317,15
318,123
319,53
320,29
321,62
322,44
323,24
324,53
325,113
326,1
327,13
328,40
329,12
330,24
331,29
332,20
333,23
334,23
335,11
336,4
337,9
338,46
339,13
340,13
341,103
342,38
343,149
344,148
345,39
346,22
347,8
348,14
349,53
350,26
351,99
352,12
353,83
354,10
355,40
356,97
357,95
358,5
359,20
360,18
361,42
362,9
363,24
364,19
365,63
366,40
367,58
368,42
369,10
370,110
371,173
372,87
373,126
374,35
375,15
376,2
377,66
378,20
379,18
380,67
381,31
382,98
383,3
384,16
385,2
386,25
387,7
388,15
389,42
390,6
391,185
392,11
393,105
394,60
395,32
396,4
397,18
398,55
399,17
400,90
401,123
402,44
403,273
404,11
405,81
406,12
407,75
408,8
409,44
410,88
411,1
412,98
413,70
414,43
415,8
416,53
417,20
418,5
419,14
420,149
421,7
422,14
423,6
424,4
425,18
426,17
427,4
428,168
429,4
430,34
431,17
432,33
433,68
434,18
435,16
436,84
437,23
438,65
439,1
440,16
441,1
442,136
443,3
444,1
445,1
446,250
447,6
448,4
449,65
450,33
451,67
452,56
453,34
454,51
455,6
456,109
457,2
458,3
459,9
460,28
461,37
462,5
463,37
464,52
465,13
466,16
467,23
468,105
469,11
470,2
471,2
472,81
473,45
474,68
475,16
476,7
477,18
478,75
479,44
480,14
481,6
482,35
483,11
484,33
485,44
486,31
487,33
488,25
489,11
490,50
491,4
492,16
493,63
494,110
495,36
496,9
497,22
498,87
499,54
500,228
501,38
502,25
503,165
504,126
505,11
506,20
507,11
508,18
509,1
510,179
511,30
512,133
513,28
514,51
515,11
516,63
517,4
518,32
519,96
520,85
521,59
522,73
523,27
524,98
525,132
526,148
527,18
528,22
529,51
530,1
531,95
532,30
533,5
534,84
535,26
536,30
537,28
538,7
539,3
540,5
541,3
542,27
543,167
544,3
545,91
546,10
547,23
548,29
549,122
550,1
551,1
552,19
553,58
554,30
555,3
556,1
557,1
558,80
559,19
560,37
561,18
562,12
563,8
564,181
565,15
566,17
567,26
568,68
569,1
570,70
571,27
572,30
573,12
574,18
575,66
576,1
577,107
578,1
579,12
580,9
581,195
582,37
583,15
584,1
585,34
586,9
587,29
588,103
589,1
590,79
591,117
592,51
593,13
594,14
595,1
596,11
597,1
598,13
599,67
600,32
601,16
602,58
603,61
604,38
605,37
606,42
607,16
608,85
609,1
610,25
611,44
612,38
613,39
614,19
615,36
616,31
617,46
618,7
619,127
620,70
621,15
622,84
623,40
624,1
625,19
626,46
627,103
628,67
629,51
630,1
631,11
632,11
633,24
634,70
635,22
636,3
637,70
638,39
639,96
640,14
641,17
642,29
643,36
644,36
645,88
646,10
647,49
648,1
649,51
650,52
651,114
652,9
653,84
654,36
655,13
656,62
657,14
658,176
659,6
660,49
661,49
662,74
663,43
664,62
665,35
666,37
667,4
668,75
669,161
670,110
671,43
672,40
673,31
674,36
675,9
676,17
677,95
678,61
679,21
680,46
681,52
682,27
683,53
684,1
685,2
686,94
687,4
688,51
689,17
690,18
691,9
692,69
693,12
694,27
695,120
696,28
697,1
698,16
699,1
700,66
701,24
702,61
703,179
704,67
705,35
706,25
707,62
708,15
709,39
710,14
711,13
712,63
713,51
714,3
715,29
716,230
717,17
718,17
719,62
720,30
721,103
722,114
723,81
724,14
725,28
726,3
727,133
728,38
729,29
730,15
731,43
732,40
733,10
734,28
735,100
736,8
737,5
738,88
739,69
740,40
741,20
742,69
743,54
744,101
745,29
746,8
747,61
748,1
749,175
750,87
751,45
752,4
753,99
754,15
755,3
756,31
757,91
758,68
759,8
760,11
761,18
762,179
763,122
764,5
765,29
766,44
767,21
768,36
769,28
770,58
771,22
772,18
773,50
774,1
775,15
776,24
777,5
778,34
779,101
780,23
781,58
782,39
783,1
784,13
785,1
786,5
787,39
788,184
789,6
790,6
791,38
792,19
793,33
794,77
795,79
796,90
797,122
798,11
799,5
800,16
801,27
802,28
803,25
804,1
805,31
806,23
807,69
808,45
809,18
810,15
811,54
812,17
813,81
814,1
815,2
816,43
817,30
818,7
819,46
820,34
821,20
822,2
823,40
824,9
825,1
826,93
827,31
828,20
829,1
830,7
831,3
832,124
833,9
834,48
835,97
836,100
837,28
838,51
839,20
840,31
841,12
842,43
843,13
844,1
845,52
846,79
847,15
848,7
849,36
850,28
851,111
852,11
853,60
854,40
855,28
856,16
857,147
858,10
859,85
860,30
861,61
862,112
863,8
864,79
865,119
866,8
867,9
868,50
869,1
870,20
871,18
872,2
873,1
874,41
875,182
876,24
877,10
878,64
879,13
880,68
881,132
882,12
883,23
884,15
885,115
886,84
887,45
888,11
889,8
890,82
891,4
892,3
893,8
894,52
895,16
896,1
897,20
898,22
899,19
900,133
901,10
902,23
903,9
904,33
905,2
906,99
907,21
908,4
909,104
910,20
911,1
912,146
913,94
914,104
915,41
916,3
917,9
918,91
919,40
920,97
921,42
922,43
923,26
924,1
925,38
926,84
927,20
928,13
929,1
930,37
931,69
932,138
933,43
934,59
935,90
936,139
937,114
938,1
939,19
940,57
941,62
942,87
943,42
944,5
945,4
946,61
947,60
948,9
949,34
950,37
951,7
952,71
953,66
954,51
955,47
956,10
957,52
958,77
959,113
960,2
961,24
962,1
963,27
964,80
965,34
966,14
967,18
968,9
969,10
970,5
971,154
972,23
973,158
974,16
975,8
976,18
977,50
978,36
979,38
980,6
981,26
982,37
983,52
984,36
985,84
986,74
987,1
988,109
989,16
990,94
991,12
992,35
993,19
994,7
995,1
996,85
997,17
998,19
999,42
1000,8
1001,70
1002,39
1003,64
1004,28
1005,26
1006,58
1007,3
1008,7
1009,57
1010,20
1011,31
1012,1
1013,108
1014,24
1015,131
1016,50
1017,48
1018,37
1019,83
1020,46
1021,61
1022,56
1023,1
1024,22
1025,65
1026,55
1027,106
1028,25
1029,29
1030,2
1031,43
1032,98
1033,9
1034,126
1035,89
1036,122
1037,55
1038,1
1039,34
1040,57
1041,17
1042,14
1043,5
1044,12
1045,20
1046,199
1047,128
1048,1
1049,7
1050,9
1051,51
1052,41
1053,48
1054,11
1055,8
1056,1
1057,5
1058,33
1059,86
1060,16
1061,47
1062,34
1063,45
1064,53
1065,58
1066,2
1067,93
1068,23
1069,15
1070,3
1071,8
1072,5
1073,30
1074,84
1075,40
1076,18
1077,40
1078,51
1079,1
1080,26
1081,95
1082,94
1083,35
1084,1
1085,38
1086,56
1087,6
1088,5
1089,144
1090,23
1091,56
1092,67
1093,112
1094,38
1095,13
1096,34
1097,158
1098,50
1099,44
1100,55
1101,25
1102,49
1103,61
1104,23
1105,11
1106,114
1107,61
1108,129
1109,34
1110,66
1111,201
1112,42
1113,32
1114,15
1115,16
1116,89
1117,8
1118,16
1119,33
1120,42
1121,1
1122,33
1123,76
1124,1
1125,28
1126,4
1127,7
1128,24
1129,116
1130,39
1131,65
1132,146
1133,16
1134,15
1135,21
1136,6
1137,74
1138,12
1139,13
1140,9
1141,18
1142,126
1143,17
1144,20
1145,72
1146,52
1147,6
1148,78
1149,6
1150,16
1151,19
1152,57
1153,2
1154,24
1155,15
1156,95
1157,8
1158,2
1159,56
1160,88
1161,24
1162,114
1163,24
1164,13
1165,1
1166,14
1167,9
1168,74
1169,12
1170,76
1171,15
1172,32
1173,68
1174,18
1175,12
1176,106
1177,46
1178,95
1179,7
1180,6
1181,67
1182,7
1183,1
1184,33
1185,142
1186,7
1187,151
1188,38
1189,69
1190,86
1191,10
1192,87
1193,55
1194,76
1195,23
1196,56
1197,5
1198,2
1199,9
1200,6
1201,14
1202,6
1203,39
1204,1
1205,34
1206,20
1207,9
1208,8
1209,14
1210,87
1211,28
1212,5
1213,22
1214,1
1215,30
1216,5
1217,32
1218,8
1219,11
1220,1
1221,25
1222,24
1223,22
1224,114
1225,20
1226,29
1227,51
1228,40
1229,27
1230,39
1231,5
1232,69
1233,7
1234,2
1235,43
1236,38
1237,65
1238,75
1239,1
1240,36
1241,25
1242,80
1243,77
1244,5
1245,62
1246,29
1247,8
1248,50
1249,12
1250,51
1251,70
1252,31
1253,45
1254,206
1255,83
1256,14
1257,20
1258,84
1259,1
1260,40
1261,1
1262,4
1263,38
1264,2
1265,47
1266,1
1267,113
1268,69
1269,25
1270,42
1271,1
1272,7
1273,79
1274,56
1275,17
1276,23
1277,55
1278,18
1279,19
1280,2
1281,9
1282,16
1283,31
1284,107
1285,41
1286,117
1287,30
1288,116
1289,12
1290,83
1291,6
1292,78
1293,36
1294,72
1295,10
1296,63
1297,87
1298,1
1299,51
1300,18
1301,27
1302,71
1303,47
1304,118
1305,8
1306,18
1307,1
1308,19
1309,16
1310,22
1311,23
1312,1
1313,61
1314,79
1315,11
1316,42
1317,65
1318,74
1319,81
1320,12
1321,21
1322,37
1323,31
1324,162
1325,14
1326,4
1327,66
1328,47
1329,154
1330,255
1331,6
1332,46
1333,45
1334,65
1335,1
1336,7
1337,43
1338,21
1339,100
1340,28
1341,14
1342,110
1343,27
1344,29
1345,94
1346,36
1347,81
1348,168
1349,1
1350,7
1351,7
1352,11
1353,11
1354,3
1355,46
1356,152
1357,20
1358,9
1359,40
1360,19
1361,62
1362,27
1363,112
1364,12
1365,16
1366,55
1367,37
1368,1
1369,12
1370,87
1371,63
1372,4
1373,87
1374,38
1375,37
1376,151
1377,149
1378,15
1379,54
1380,83
1381,8
1382,59
1383,81
1384,61
1385,36
1386,28
1387,134
1388,15
1389,7
1390,31
1391,8
1392,22
1393,1
1394,74
1395,7
1396,48
1397,10
1398,40
1399,60
1400,5
1401,21
1402,43
1403,27
1404,3
1405,22
1406,9
1407,113
1408,86
1409,62
1410,99
1411,1
1412,51
1413,10
1414,82
1415,54
1416,92
1417,8
1418,47
1419,13
1420,12
1421,1
1422,19
1423,304
1424,53
1425,1
1426,48
1427,7
1428,20
1429,18
1430,44
1431,34
1432,15
1433,2
1434,13
1435,5
1436,29
1437,56
1438,16
1439,5
1440,52
1441,43
1442,34
1443,7
1444,57
1445,38
1446,6
1447,28
1448,37
1449,6
1450,1
1451,57
1452,22
1453,32
1454,18
1455,3
1456,103
1457,54
1458,41
1459,5
1460,5
1461,40
1462,17
1463,88
1464,1
1465,74
1466,11
1467,117
1468,77
1469,7
1470,21
1471,33
1472,47
1473,83
1474,34
1475,27
1476,56
1477,19
1478,10
1479,21
1480,24
1481,39
1482,30
1483,22
1484,1
1485,50
1486,21
1487,58
1488,110
1489,41
1490,42
1491,82
1492,8
1493,30
1494,28
1495,20
1496,29
1497,66
1498,4
1499,4
1500,72
1501,66
1502,1
1503,3
1504,76
1505,122
1506,26
1507,1
1508,17
1509,4
1510,47
1511,14
1512,82
1513,27
1514,54
1515,1
1516,14
1517,45
1518,4
