Run_ID,Final_N3
1,53
2,17
3,29
4,40
5,48
6,23
7,1
8,21
9,116
10,103
11,1
12,50
13,19
14,41
15,92
16,5
17,12
18,3
19,15
20,22
21,96
22,42
23,6
24,39
25,107
26,10
27,3
28,23
29,8
30,82
31,55
32,78
33,13
34,11
35,81
36,21
37,3
38,84
39,1
40,35
41,167
42,92
43,203
44,62
45,34
46,154
47,13
48,1
49,13
50,42
51,5
52,24
53,1
54,92
55,40
56,4
57,61
58,29
59,19
60,2
61,7
62,95
63,122
64,108
65,9
66,28
67,26
68,84
69,1
70,34
71,16
72,108
73,20
74,15
75,29
76,128
77,18
78,128
79,121
80,11
81,142
82,7
83,136
84,102
85,6
86,20
87,37
88,44
89,21
90,81
91,108
92,110
93,114
94,14
95,114
96,3
97,29
98,116
99,134
100,35
101,46
102,93
103,6
104,1
105,19
106,1
107,2
108,16
109,34
110,26
111,45
112,47
113,84
114,19
115,25
116,27
117,15
118,16
119,60
120,1
121,90
122,10
123,47
124,205
125,11
126,71
127,137
128,20
129,24
130,23
131,13
132,39
133,1
134,4
135,81
136,51
137,42
138,9
139,122
140,28
141,1
142,98
143,66
144,142
145,30
146,28
147,4
148,70
149,11
150,12
151,83
152,158
153,55
154,42
155,121
156,21
157,30
158,3
159,32
160,72
161,9
162,10
163,156
164,32
165,11
166,14
167,119
168,105
169,186
170,40
171,25
172,36
173,36
174,57
175,47
176,128
177,1
178,26
179,1
180,15
181,7
182,1
183,97
184,128
185,65
186,55
187,12
188,18
189,92
190,10
191,61
192,61
193,57
194,19
195,74
196,37
197,92
198,69
199,19
200,14
201,28
202,25
203,14
204,68
205,11
206,21
207,28
208,19
209,36
210,26
211,38
212,11
213,3
214,127
215,82
216,7
217,5
218,16
219,1
220,10
221,54
222,13
223,132
224,9
225,104
226,7
227,1
228,45
229,47
230,30
231,11
232,82
233,10
234,165
235,33
236,49
237,123
238,29
239,190
240,1
241,13
242,17
243,55
244,28
245,76
246,38
247,14
248,49
249,43
250,130
251,45
252,54
253,35
254,49
255,118
256,7
257,104
258,8
259,114
260,131
261,48
262,125
263,68
264,109
265,1
266,13
267,35
268,223
269,233
270,9
271,2
272,90
273,16
274,37
275,203
276,5
277,41
278,33
279,55
280,4
281,76
282,33
283,56
284,72
285,52
286,3
287,95
288,19
289,10
290,16
291,19
292,56
293,66
294,26
295,59
296,26
297,1
298,7
299,154
300,15
301,4
302,10
303,54
304,181
305,28
306,20
307,51
308,4
309,28
310,65
311,60
312,25
313,29
314,1
315,25
316,7
317,31
318,4
319,48
320,60
321,27
322,5
323,119
324,5
325,1
326,11
327,8
328,18
329,104
330,116
331,75
332,35
333,1
334,121
335,133
336,50
337,30
338,6
339,3
340,9
341,53
342,20
343,31
344,35
345,11
346,35
347,18
348,40
349,1
350,85
351,97
352,19
353,11
354,153
355,106
356,26
357,14
358,15
359,1
360,61
361,21
362,5
363,53
364,102
365,118
366,12
367,44
368,69
369,1
370,19
371,86
372,12
373,6
374,59
375,31
376,133
377,7
378,11
379,13
380,7
381,7
382,1
383,6
384,123
385,1
386,1
387,120
388,50
389,78
390,14
391,31
392,41
393,47
394,56
395,5
396,4
397,35
398,76
399,4
400,39
401,43
402,23
403,119
404,128
405,48
406,12
407,8
408,37
409,165
410,122
411,26
412,109
413,1
414,4
415,14
416,9
417,42
418,64
419,72
420,31
421,72
422,3
423,48
424,135
425,193
426,38
427,3
428,27
429,99
430,50
431,30
432,51
433,12
434,20
435,50
436,91
437,24
438,46
439,21
440,8
441,1
442,87
443,11
444,1
445,86
446,57
447,66
448,13
449,39
450,95
451,58
452,10
453,68
454,13
455,169
456,157
457,5
458,34
459,23
460,20
461,12
462,21
463,23
464,46
465,24
466,33
467,45
468,21
469,28
470,29
471,48
472,1
473,12
474,13
475,1
476,66
477,29
478,10
479,40
480,6
481,48
482,16
483,7
484,61
485,15
486,15
487,61
488,10
489,17
490,8
491,1
492,27
493,177
494,28
495,29
496,1
497,5
498,67
499,16
500,54
501,36
502,18
503,26
504,31
505,19
506,91
507,128
508,30
509,56
510,59
511,49
512,43
513,77
514,29
515,5
516,1
517,122
518,16
519,49
520,32
521,22
522,3
523,19
524,113
525,119
526,1
527,40
528,102
529,39
530,18
531,81
532,112
533,8
534,35
535,22
536,61
537,85
538,1
539,67
540,93
541,125
542,22
543,81
544,8
545,35
546,14
547,49
548,31
549,78
550,37
551,19
552,10
553,27
554,30
555,7
556,18
557,86
558,28
559,11
560,7
561,65
562,29
563,1
564,8
565,1
566,26
567,39
568,39
569,4
570,73
571,15
572,7
573,9
574,82
575,2
576,12
577,65
578,25
579,24
580,9
581,58
582,4
583,25
584,22
585,14
586,136
587,1
588,15
589,7
590,46
591,111
592,88
593,18
594,6
595,25
596,59
597,73
598,6
599,43
600,7
601,43
602,14
603,18
604,102
605,101
606,37
607,10
608,1
609,109
610,18
611,14
612,1
613,3
614,22
615,27
616,51
617,95
618,5
619,26
620,1
621,46
622,11
623,30
624,23
625,33
626,22
627,22
628,25
629,66
630,145
631,8
632,21
633,61
634,53
635,3
636,75
637,2
638,127
639,13
640,87
641,66
642,81
643,9
644,39
645,20
646,15
647,46
648,31
649,91
650,21
651,214
652,36
653,64
654,1
655,49
656,44
657,17
658,2
659,5
660,30
661,28
662,72
663,35
664,129
665,3
666,106
667,11
668,11
669,1
670,47
671,49
672,80
673,21
674,47
675,64
676,26
677,18
678,15
679,4
680,67
681,28
682,7
683,18
684,1
685,6
686,117
687,63
688,57
689,51
690,212
691,6
692,38
693,41
694,4
695,48
696,87
697,12
698,42
699,38
700,39
701,17
702,67
703,81
704,10
705,16
706,64
707,97
708,4
709,1
710,44
711,29
712,30
713,35
714,90
715,45
716,3
717,28
718,131
719,75
720,1
721,97
722,4
723,49
724,30
725,13
726,92
727,18
728,32
729,21
730,68
731,53
732,21
733,91
734,23
735,49
736,21
737,1
738,9
739,11
740,10
741,1
742,49
743,46
744,36
745,38
746,27
747,76
748,19
749,47
750,32
751,52
752,11
753,40
754,1
755,15
756,64
757,3
758,43
759,65
760,1
761,9
762,8
763,138
764,17
765,101
766,130
767,50
768,79
769,21
770,6
771,124
772,1
773,1
774,5
775,24
776,16
777,1
778,32
779,23
780,60
781,1
782,21
783,4
784,45
785,31
786,53
787,36
788,116
789,19
790,39
791,47
792,3
793,3
794,3
795,130
796,21
797,45
798,74
799,52
800,59
801,1
802,40
803,165
804,7
805,19
806,11
807,7
808,31
809,18
810,12
811,40
812,7
813,2
814,31
815,7
816,69
817,83
818,30
819,1
820,11
821,1
822,9
823,20
824,42
825,45
826,16
827,134
828,236
829,37
830,17
831,85
832,6
833,119
834,62
835,13
836,26
837,7
838,1
839,49
840,83
841,73
842,28
843,19
844,38
845,40
846,30
847,1
848,68
849,8
850,27
851,49
852,22
853,74
854,16
855,25
856,7
857,106
858,60
859,3
860,10
861,65
862,44
863,7
864,90
865,21
866,9
867,139
868,5
869,24
870,254
871,1
872,51
873,21
874,69
875,74
876,109
877,126
878,67
879,81
880,16
881,24
882,38
883,72
884,4
885,1
886,33
887,11
888,41
889,4
890,3
891,9
892,14
893,1
894,1
895,1
896,40
897,86
898,42
899,50
900,35
901,54
902,76
903,50
904,6
905,18
906,35
907,8
908,7
909,91
910,38
911,11
912,37
913,25
914,15
915,34
916,91
917,25
918,71
919,37
920,25
921,97
922,19
923,51
924,175
925,111
926,1
927,41
928,19
