Run_ID,Final_N3
1,1
2,11
3,21
4,42
5,21
6,86
7,223
8,6
9,8
10,1
11,3
12,9
13,18
14,11
15,6
16,1
17,107
18,26
19,23
20,11
21,15
22,5
23,45
24,196
25,248
26,4
27,13
28,61
29,9
30,24
31,36
32,34
33,62
34,8
35,11
36,20
37,69
38,10
39,1
40,14
41,41
42,38
43,30
44,104
45,71
46,121
47,43
48,1
49,70
50,61
51,52
52,71
53,70
54,15
55,28
56,60
57,52
58,35
59,32
60,206
61,10
62,62
63,40
64,46
65,24
66,30
67,126
68,1
69,114
70,87
71,6
72,23
73,84
74,26
75,43
76,10
77,12
78,53
79,51
80,48
81,46
82,61
83,1
84,91
85,37
86,119
87,80
88,50
89,48
90,36
91,40
92,52
93,58
94,39
95,2
96,228
97,25
98,67
99,53
100,39
101,1
102,10
103,42
104,40
105,7
106,103
107,13
108,84
109,62
110,34
111,47
112,202
113,9
114,34
115,40
116,36
117,13
118,76
119,12
120,41
121,14
122,12
123,15
124,2
125,33
126,69
127,79
128,75
129,45
130,2
131,1
132,155
133,109
134,91
135,82
136,7
137,31
138,144
139,111
140,67
141,26
142,26
143,8
144,68
145,32
146,6
147,72
148,8
149,21
150,97
151,18
152,54
153,66
154,152
155,4
156,10
157,33
158,1
159,123
160,89
161,70
162,22
163,1
164,44
165,1
166,103
167,1
168,28
169,7
170,1
171,38
172,42
173,17
174,30
175,75
176,12
177,12
178,32
179,3
180,8
181,22
182,33
183,17
184,1
185,36
186,4
187,4
188,14
189,18
190,5
191,11
192,87
193,12
194,28
195,4
196,48
197,27
198,47
199,1
200,66
201,3
202,43
203,134
204,60
205,13
206,17
207,4
208,13
209,11
210,35
211,7
212,78
213,148
214,48
215,13
216,57
217,60
218,214
219,9
220,28
221,3
222,29
223,1
224,21
225,14
226,47
227,20
228,54
229,40
230,13
231,289
232,78
233,37
234,3
235,1
236,8
237,50
238,14
239,10
240,36
241,163
242,7
243,81
244,3
245,1
246,1
247,8
248,64
249,12
250,34
251,18
252,54
253,8
254,7
255,19
256,10
257,35
258,10
259,24
260,24
261,1
262,78
263,1
264,20
265,8
266,65
267,20
268,25
269,7
270,1
271,27
272,18
273,14
274,11
275,11
276,28
277,69
278,37
279,47
280,8
281,4
282,8
283,56
284,60
285,6
286,15
287,69
288,17
289,72
290,78
291,101
292,14
293,22
294,112
295,1
296,81
297,39
298,1
299,13
300,49
301,1
302,8
303,10
304,27
305,64
306,6
307,46
308,73
309,67
310,47
311,18
312,23
313,30
314,6
315,176
316,9
317,1
318,9
319,48
320,54
321,112
322,33
323,11
324,3
325,111
326,19
327,6
328,109
329,104
330,127
331,32
332,7
333,123
334,7
335,32
336,10
337,1
338,22
339,136
340,3
341,1
342,16
343,72
344,94
345,225
346,4
347,44
348,156
349,31
350,22
351,67
352,166
353,19
354,5
355,17
356,6
357,27
358,85
359,54
360,28
361,1
362,67
363,55
364,7
365,3
366,50
367,31
368,18
369,32
370,12
371,19
372,82
373,31
374,5
375,28
376,6
377,91
378,53
379,214
380,189
381,21
382,122
383,55
384,1
385,17
386,59
387,14
388,45
389,45
390,62
391,15
392,35
393,27
394,56
395,47
396,1
397,42
398,21
399,34
400,12
401,30
402,15
403,164
404,31
405,9
406,95
407,7
408,27
409,2
410,142
411,41
412,25
413,39
414,3
415,14
416,70
417,44
418,43
419,11
420,19
421,9
422,129
423,73
424,35
425,32
426,1
427,66
428,36
429,1
430,2
431,10
432,1
433,74
434,3
435,24
436,36
437,178
438,12
439,37
440,70
441,18
442,1
443,62
444,90
445,15
446,4
447,7
448,14
449,1
450,182
451,43
452,14
453,17
454,21
455,43
456,98
457,9
458,30
459,16
460,141
461,91
462,71
463,93
464,40
465,17
466,8
467,21
468,84
469,54
470,19
471,51
472,33
473,87
474,16
475,20
476,59
477,17
478,46
479,78
480,32
481,63
482,38
483,16
484,45
485,1
486,9
487,103
488,8
489,12
490,38
491,62
492,79
493,67
494,29
495,39
496,4
497,27
498,25
499,22
500,36
501,77
502,190
503,18
504,33
505,73
506,76
507,1
508,65
509,6
510,56
511,4
512,63
513,11
514,13
515,97
516,55
517,63
518,25
519,79
520,108
521,12
522,24
523,131
524,22
525,36
526,24
527,18
528,90
529,139
530,12
531,20
532,61
533,80
534,16
535,23
536,8
537,78
538,14
539,47
540,72
541,18
542,127
543,129
544,6
545,17
546,24
547,128
548,41
549,8
550,29
551,46
552,42
553,34
554,1
555,74
556,20
557,26
558,26
559,18
560,35
561,29
562,4
563,41
564,24
565,33
566,36
567,15
568,1
569,47
570,33
571,14
572,49
